Nome: SAO PAULO - INTERLAGOS
Codigo Estacao: A771
Latitude: -23.724501
Longitude: -46.677501
Altitude: 771
Situacao: Operante
Data Inicial: 2018-03-13
Data Final: 2024-07-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2021-11-19;72,2;923,2;18,6;20,9;19;18,1;97,7;85;9,7;2,2;
2021-11-20;3;927,7;16,6;19,7;17;16,4;97,6;81;9,1;3,2;
2021-11-21;,8;928,2;13,2;19,1;15,7;14,3;86;68;9,5;2,7;
2021-11-22;0;925,7;14,3;27,4;18,7;12,3;79,1;31;7,5;1,8;
2021-11-23;,2;925,5;11;33,8;22,9;14,2;57,3;14;11,4;1,7;
2021-11-24;0;928,7;16,5;23,1;18,9;17,8;86,5;47;9,1;2,8;
2021-11-25;0;926,5;17,7;28,8;20,6;16,8;85,9;42;7,9;2,1;
2021-11-26;,4;921,6;18,3;24;21,5;18,9;83;63;14,2;2,4;
2021-11-27;1,6;918,7;16,8;30,8;22,6;19,4;73,6;30;11,8;2,3;
2021-11-28;,2;920,6;18;27,7;21,4;17,6;83,2;49;7,8;1,5;
2021-11-29;0;919,5;16,4;33,5;25,2;19;63,1;28;9,9;1,6;
2021-11-30;,6;920,1;18,5;30,2;22,9;20,7;78,3;46;12,5;2,1;
2021-12-01;11,6;922,8;19;24,9;20,3;18,3;93;70;9,1;2;
2021-12-02;0;925;17,9;25,2;18,9;17;94,4;62;9,4;2,6;
2021-12-03;,4;926;17,1;21,5;17,9;16,4;95,7;77;9,4;3,1;
2021-12-04;,2;928,5;16,5;23,2;18,8;16,4;87,5;65;9,6;3;
2021-12-05;0;928,3;17,4;26;20,2;16,9;85,7;53;9,5;2,2;
2021-12-06;0;926,9;17,4;24,6;19,7;17,5;87,5;60;10,2;2,3;
2021-12-07;3;927,6;16;18;16,6;16,2;96,6;79;10,7;3,2;
2021-12-08;13,6;927,7;14,7;20,1;16,3;14,5;90,5;69;10,3;3,5;
2021-12-09;1;927,1;13,9;21,7;16,9;14,1;83,6;58;8,2;2,4;
2021-12-10;0;925,3;14,1;23,9;18;13,3;80,8;46;7,9;1,8;
2021-12-11;,2;922,2;11,6;32,7;22;15,4;60,9;12;8,9;1,4;
2021-12-12;0;921,4;14,3;33;24;19,4;57,9;22;9,4;1,8;
2021-12-13;0;923,8;19,9;31,6;22,6;19,6;86,6;43;7,6;1,3;
2021-12-14;29,6;924;21,2;26,3;22,4;20,2;93,9;71;6,8;1,3;
2021-12-15;1,4;923,1;21,6;28,2;22,7;21;93,9;61;7,5;1,1;
2021-12-16;26;922,9;21,1;31,4;23,4;20,4;89,1;44;8,4;1,6;
2021-12-17;,2;925,3;20,8;25,6;21,6;21;95,5;72;9,4;2,6;
2021-12-18;1,2;927,7;18,7;23,4;19,8;18,8;93,9;72;10,5;2,9;
2021-12-19;1,2;928;16,7;19,5;17,5;17,1;95,3;79;9,8;3,1;
2021-12-20;,8;926,1;16;24,5;19,5;15;81,8;57;9;2,5;
2021-12-21;,2;923,1;17,9;31,4;21,4;16,3;83,3;31;8,6;1,8;
2021-12-22;1,2;921,5;18,3;32;23,5;18,7;78;32;10,7;1,4;
2021-12-23;17,8;923,9;16,4;22;18,6;16,5;88;68;11,1;3,2;
2021-12-24;4;924,1;15,9;21,9;17,9;16,2;88,9;60;11;3,2;
2021-12-25;0;924,7;14,8;23,6;18,3;14,4;81,1;56;10,4;2,9;
2021-12-26;0;923,5;15,9;31,2;21,9;16,1;73;22;8,1;1,6;
2021-12-27;2,2;923,7;15,7;28,2;21,4;17,5;72,2;42;8,9;1,8;
2021-12-28;2,2;925,4;17,2;28,6;21,3;17,8;80,2;39;9,9;1,4;
2021-12-29;,2;927,6;18,7;26,2;20,7;17,6;89,4;59;11,5;2,3;
2021-12-30;,2;925;19,1;23,1;20,1;18,2;94,5;76;9;2,1;
2021-12-31;23,6;921,1;19,5;24,6;20,1;18,3;96,9;72;6,5;1,1;
2022-01-01;50,4;921,9;19,3;29,2;21,3;18;89,7;53;9,2;1,1;
2022-01-02;,4;923,8;19,5;30,2;23;19,7;82,6;38;10,3;1,3;
2022-01-03;0;923,5;20,1;29,8;23,1;20,8;84,5;49;8;1,6;
2022-01-04;1;921,1;21,1;28,8;22,4;20,5;93,3;54;10,8;1,3;
2022-01-05;13,4;919,6;20,8;28,4;23,3;20;87,2;57;10,2;1,9;
2022-01-06;11,8;921,3;20,1;25,8;21,2;20,1;94,2;64;9,9;1,9;
2022-01-07;12,6;924,4;18,8;21,1;19;18,3;99,2;87;9,5;3,1;
2022-01-08;21,6;925,4;17,9;20,5;18,3;18;97,6;81;10,4;3,3;
2022-01-09;1,8;926,5;17;18,8;17;16,3;100;80;10,2;2,8;
2022-01-10;16,8;923,5;18,2;24,5;19,4;15,8;93,6;64;7,4;1,2;
2022-01-11;,2;923,2;19;23,7;19,7;18;96,4;71;4,6;1;
2022-01-12;28,2;925,7;19,6;29,1;21,1;18,5;92,4;48;8,9;1,2;
2022-01-13;2,4;929,2;20,4;27,2;21,4;19,6;94,7;63;8,3;1,6;
2022-01-14;8,6;931,6;21;28,2;22,7;19,7;90,8;61;6,2;1,6;
2022-01-15;0;930,9;21,1;28;23,8;21,5;86,3;58;6,2;1,2;
2022-01-16;,2;927,5;18,6;31,4;23,4;19,1;77,6;38;8,1;1,5;
2022-01-17;22,8;926,3;18,9;32,2;23,6;18,4;78,2;41;7,4;1,5;
2022-01-18;,2;927,4;19,8;33,6;25,2;20;75,3;30;8,9;1,6;
2022-01-19;,4;929,5;18,4;33,4;23,9;18,4;74,8;28;9,2;1,6;
2022-01-20;,2;928,9;18,9;31,9;23,5;18,4;78,7;31;8,4;1,5;
2022-01-21;,2;927,5;20;28,5;23,3;19,6;83,8;51;8,3;2,1;
2022-01-22;0;926,9;18,9;30,9;22,6;18,5;82,9;33;9,6;1,7;
2022-01-23;0;926;21;30,4;22,8;19,6;90,5;52;9,2;1,6;
2022-01-24;0;925,5;21,3;32,2;23,5;20,8;89,1;41;7,9;1,9;
2022-01-25;0;925,1;20,6;32,2;23,5;20,1;86,9;39;9,5;2,1;
2022-01-26;0;923,9;19,6;33;25,8;21;73,2;38;9,8;1,6;
2022-01-27;0;922,9;18,5;33,8;25,3;20,4;70,3;34;11,4;2,7;
2022-01-28;17,4;922,8;20,2;24,9;21,2;18,8;94,5;76;7,2;1,2;
2022-01-29;7,4;922,8;19,4;21,8;19,5;18,5;99,4;87;5;,9;
2022-01-30;64,4;923,5;19,5;25,1;20,1;18,2;96,3;68;6,1;1,1;
2022-01-31;7,2;923,3;20;25,2;20,9;18,9;95;70;12,2;1,9;
2022-02-01;2,6;925;20,7;28,7;21,8;19,9;93,8;56;7,4;1,8;
2022-02-02;6,4;927,6;19,9;25,7;20,9;18,9;95;70;5,9;1,5;
2022-02-03;24,8;926,9;20,1;27,2;21,7;18,9;91,4;62;7,5;1,5;
2022-02-04;,4;925,1;20,3;29,4;23,4;20,3;84,3;52;8,2;1,5;
2022-02-05;2,6;923,3;20,6;31,7;24,2;20,4;82,5;47;10,2;2,1;
2022-02-06;2,8;923,6;20,6;30,2;23,4;21,1;85,1;47;9,4;2,3;
2022-02-07;24,6;925,2;19,7;22,4;20,4;19,4;95,9;80;8,4;2,2;
2022-02-08;2,2;925,7;18,1;22,9;19,8;18,1;90,5;71;9,9;2,6;
2022-02-09;,2;925,9;16,2;23,8;20;16,6;80,5;51;9,1;2,7;
2022-02-10;0;925,8;16;24,5;19,8;15,9;80,7;50;9,5;2,7;
2022-02-11;0;926,3;17,5;23,4;20;17,3;86,3;68;9,6;2,6;
2022-02-12;0;926,3;18,4;25,3;20,5;18,3;88,4;63;9,4;2,6;
2022-02-13;0;924,9;19;27,5;21,1;17,6;88,9;52;9,6;1,8;
2022-02-14;,2;923,9;18,9;32,9;23,5;18,4;79,6;31;8,1;1,7;
2022-02-15;,2;926,7;19,5;26,6;21,8;18,7;88,2;57;8,6;2,3;
2022-02-16;,4;927,9;18,1;25,8;20,9;18;85,2;59;9,8;2,4;
2022-02-17;0;925,5;17,7;28,2;21;17,7;84;46;11,5;1,8;
2022-02-18;3;923,2;17,6;24,5;20,3;18,2;85,8;58;9,6;2,2;
2022-02-19;0;923,7;17,4;26,9;20,4;16,1;84,6;51;9,7;1,8;
2022-02-20;0;926,1;17,9;31,6;22,8;19,7;77,5;34;12,5;1,6;
2022-02-21;15,8;927,6;17,9;32,1;23,7;18,2;73,2;32;7,8;1,4;
2022-02-22;0;927,5;18,9;33,2;23,8;19,3;77,6;28;8,4;1,2;
2022-02-23;,2;926,3;20,1;32,8;22,7;18,9;88,3;38;9;1,4;
2022-02-24;4,2;927,8;19,3;27,7;22,2;18,4;85,4;46;10,1;2;
2022-02-25;,2;929,4;19,9;29,5;23,3;19,9;82,3;50;9;2,1;
2022-02-26;0;929,3;18,5;29,1;22,9;18,6;79,2;38;8,4;1,8;
2022-02-27;,2;927,6;19,7;28,7;22,4;18,5;85,9;55;9,1;1,9;
2022-02-28;0;925,5;18,1;34,1;25,7;20,1;69,5;25;8,5;1,4;
2022-03-01;0;925,6;18,5;32,3;25,7;22;66,8;40;11,4;1,7;
2022-03-02;10;926,4;19,3;32,4;24,1;19,7;79,1;34;10,3;1,8;
2022-03-03;,2;926,5;19,3;33,3;24,6;20,8;76,1;31;7,9;1,6;
2022-03-04;0;927,3;20,5;28,8;22,5;20,2;89,5;50;10,3;1,7;
2022-03-05;18;926,2;19,6;33,3;23,5;18,9;82,3;33;8,5;1,4;
2022-03-06;,2;925,8;19,2;33,7;24,4;20,3;76,2;34;11,7;1,5;
2022-03-07;0;925,5;18,7;31,1;23,7;20,2;76;38;11,2;1,2;
2022-03-08;17,4;926,3;20,9;30,9;23,8;19,1;86,3;42;8,9;1,5;
2022-03-09;0;926,9;20,4;29;23;19,1;86,8;53;9,8;1,9;
2022-03-10;0;925,6;18,7;33,3;24,9;20,4;71,3;33;7,5;1,7;
2022-03-11;3,6;924,9;18,6;30,7;23,8;19,9;75,2;38;9;2,1;
2022-03-12;54,6;925,7;19,8;29,6;22,8;19,5;85,3;46;8,8;1,4;
2022-03-13;0;927;20;28;21,9;19,4;90,1;57;7,9;1,2;
2022-03-14;3,6;925;21;26,1;21,6;19,7;96,9;75;6,3;1,4;
2022-03-15;26,4;925,2;20,6;26,5;22;19,7;92,5;70;8,5;1,5;
2022-03-16;,2;925,9;20,7;29,8;22,2;20,3;92,4;51;7,4;1,5;
2022-03-17;50,4;926,5;20,6;31,8;24,4;19,9;82,2;46;10,5;1,5;
2022-03-18;0;927,2;20,4;32,9;25,6;22,3;75,9;37;7,9;1,3;
2022-03-19;,2;926,7;20,8;31,9;24,3;22;82,5;42;11,3;2;
2022-03-20;3,6;929,9;18,1;21,8;18,7;17,4;96,6;70;11,9;3,1;
2022-03-21;11,2;932;15,9;22,4;18,4;16,8;86,1;61;11,4;3,9;
2022-03-22;0;931,3;14,6;23,2;18,9;15,9;76,8;51;9,7;3;
2022-03-23;0;928,6;17;28,9;21,3;17,4;78,8;40;7,2;1,9;
2022-03-24;0;925,8;17,3;31,2;24,1;18,7;69,6;37;11,6;1,9;
2022-03-25;0;924,4;19,5;31,1;24,4;20,8;77;44;16,7;1,8;
2022-03-26;5,4;924;20,6;30,9;24,5;19,8;82,2;43;8,2;1,5;
2022-03-27;0;926,6;21,2;26,7;22,6;20,9;92,3;65;6,5;1,2;
2022-03-28;2,2;929,1;19,7;26,2;21,3;19;91,7;60;10;2;
2022-03-29;44,6;928,2;20,1;25,7;21,5;19,1;92,3;67;8,2;2,2;
2022-03-30;,2;924,7;18,9;32,3;24,8;19,5;73,6;36;9,4;1,8;
2022-03-31;4,2;927,7;18,7;25,4;19,1;18,5;97,8;66;11;2,4;
2022-04-01;4,6;931,7;16,9;18,8;17;15,8;99,4;92;9,2;2,8;
2022-04-02;14,4;932,1;17,9;21;18,1;16,5;98,8;88;9,1;3;
2022-04-03;1;930,4;19,6;24;20,2;17,6;96,2;82;9,7;2,7;
2022-04-04;,2;927,8;19,5;32,1;23,9;19,5;79,9;42;7,9;1,7;
2022-04-05;11,8;928,6;19,6;23,7;20,1;18,5;97,2;86;9;1,8;
2022-04-06;0;928,9;18,1;24,4;19,9;16,8;90,5;61;7,1;2;
2022-04-07;0;928,3;17,5;22,8;19,4;17,4;89,8;68;8,5;2,5;
2022-04-08;0;927;18,4;31,4;21,5;18;84,5;40;8,1;2;
2022-04-09;,2;926,1;19,3;31,1;23,1;19,1;83,6;41;6,9;1,6;
2022-04-10;0;926,3;18,4;25,7;20,9;18,2;87,2;47;7,8;1,9;
2022-04-11;,2;925,8;18,3;27,6;21,1;17,5;86;44;7,7;1,7;
2022-04-12;0;924,3;20;30,1;22,6;19,9;86,9;49;8,4;1,6;
2022-04-13;3,8;924,1;20;27,7;22,9;20,6;85,2;54;6,3;1,4;
2022-04-14;,2;924,8;18,5;26,3;19,6;18,9;93,8;58;9,4;2,1;
2022-04-15;7,6;927,7;12,8;19,6;15,8;13,8;83,7;51;10,1;3,1;
2022-04-16;,2;929,5;13,1;19,9;15,5;12,8;86,3;56;8,4;2,3;
2022-04-17;3,8;930,7;14,3;19,4;16,1;14,3;90,3;67;8,4;2,4;
2022-04-18;,2;930,6;14,5;20,9;16,7;13,7;87,9;63;8,4;2,3;
2022-04-19;0;929,9;15,4;24,2;18,1;14,6;86;49;8,6;1,8;
2022-04-20;0;930,1;15,6;21,9;17,7;14;88,4;64;7,9;1,8;
2022-04-21;,2;927,7;15,7;26,4;18,7;14,4;85,8;39;6,2;1,3;
2022-04-22;,2;924;15,6;28,4;20,4;15,7;78,7;35;7,4;1,1;
2022-04-23;0;922,3;13,1;29,2;22,6;17,5;57,5;30;15,8;2,8;
2022-04-24;0;929,6;17;24,2;19,6;16;86,1;58;8,9;1,8;
2022-04-25;0;930,6;17,7;27,9;20,8;17,3;84,7;46;7,7;1,9;
2022-04-26;0;928,8;17,6;29,7;22,1;18,2;80,4;25;5,6;1,1;
2022-04-27;0;927,8;17;30,5;23,3;18,3;73;30;7,9;1,4;
2022-04-28;0;928,9;16,3;31,3;24,3;18,6;65,2;30;9,1;1,5;
2022-04-29;0;931,1;18,9;23,5;19,9;18,1;93,9;61;8,6;2;
2022-04-30;4,6;931;18,5;20,1;18,6;17,9;99,5;95;9;2,3;
2022-05-01;,2;927,3;16,8;29,6;22,3;17,2;75;37;9;1,5;
2022-05-02;,2;927,7;18,2;28,6;21,1;18;85,6;42;8,1;1,4;
2022-05-03;0;925,7;17,1;30,3;22,7;18,6;76,6;31;10,3;1,7;
2022-05-04;,4;923,4;16,9;22,1;19;19,1;88,5;60;14,8;2,5;
2022-05-05;2,8;928;13,1;18,7;15,1;12,3;88,2;71;11,8;2,5;
2022-05-06;2,4;932,7;14,7;19,3;15,7;14;94;70;9;2,2;
2022-05-07;0;933,5;13,7;16,6;15,3;14,4;90,6;77;7,7;2,7;
2022-05-08;0;932,6;14,8;19,9;16,5;14,6;90,2;67;8;2,8;
2022-05-09;0;932,2;15,6;21,7;17,6;14,4;89,2;62;9;2,1;
2022-05-10;0;929,9;14,7;22,5;17,3;14,1;86,9;50;6;1,6;
2022-05-11;0;926,4;15,6;25,9;19;15,3;83,2;47;9,8;1,5;
2022-05-12;,6;927,8;15,9;21,5;17,2;15,4;92,9;63;7,4;1,8;
2022-05-13;0;930,1;15,8;20,9;17,3;15,3;91,3;68;7,6;2,1;
2022-05-14;0;929,5;16,5;22,7;18,1;15,2;91,1;61;7,4;2,2;
2022-05-15;3,8;925,2;17;25;19,4;16,5;87,8;55;10,8;1,8;
2022-05-16;,2;926,2;15,6;24,1;17,6;15,2;89,4;45;7,7;1,4;
2022-05-17;0;925,7;7,5;19,3;15,2;12,6;67,5;23;13,3;2,4;
2022-05-18;0;923,7;2,3;13,9;10;7;59;41;18,3;5,8;
2022-05-19;0;926,3;6,6;14,6;10,8;8;76,2;58;11,4;2,5;
2022-05-20;,2;931,3;9,3;17,3;11,3;6,5;88,5;51;6,8;1,5;
2022-05-21;0;933,6;10,4;20;13,7;10,3;84,6;34;6,5;1,2;
2022-05-22;0;933,1;11,6;21,2;14,8;11,2;84,7;41;6;1,4;
2022-05-23;,2;931,8;11,8;23,7;15,6;10,3;82,3;35;5,2;1,2;
2022-05-24;,2;932,6;12,1;24,2;17,4;13,2;75,8;30;6,3;1,2;
2022-05-25;0;934,1;11;24,7;17,9;13,7;68,7;25;5,1;1,2;
2022-05-26;0;934;12,4;25,2;18,1;12,9;74,4;31;6,7;1,2;
2022-05-27;0;931,6;11,1;25,7;18,8;14,6;64,9;30;9;1,3;
2022-05-28;0;929;10,7;26,1;18,7;13,7;66;27;9;1,2;
2022-05-29;0;925,9;10,1;27;19,9;13,9;57;29;11,9;2,4;
2022-05-30;,6;925;15,4;21,5;18,5;16,1;84;47;10,3;1,6;
2022-05-31;28;928,1;15,9;17,5;16;15,7;99,8;96;6,8;2,1;
2022-06-01;2,6;928;16,6;19,9;16,7;14,8;99,4;93;5,6;1,3;
2022-06-02;1;927,3;16,4;19,2;16,9;16,1;96,8;75;9,4;1,2;
2022-06-03;,2;930,7;15,1;18,5;15,4;14,7;98,3;81;7,2;2,1;
2022-06-04;4,2;933;14,5;17,6;14,7;13,8;99,1;87;8,3;3;
2022-06-05;0;931,8;14;21,9;15,9;13,5;90,1;55;10;1,9;
2022-06-06;,2;928,3;14;25,3;18;13,5;80,4;46;9;1,6;
2022-06-07;0;926,1;15,3;25,3;17,7;14,3;88;44;7,8;1,4;
2022-06-08;7;926,8;16,5;17,9;16,5;16,2;99,7;93;5,5;1,2;
2022-06-09;0;928,5;15,4;21,3;16,2;13,7;95,9;74;5,5;1,1;
2022-06-10;13,6;927,3;16,2;22,7;18,1;15,3;90;59;11,4;2,1;
2022-06-11;1,6;929,3;14;16,3;14,4;13,5;98;83;6,5;1,8;
2022-06-12;,2;929,3;6,3;18,5;12,7;8,6;72,1;23;5,3;1,2;
2022-06-13;0;932,8;7,3;16,8;11,3;6,8;78,9;43;7,1;1,7;
2022-06-14;0;933,1;11,4;17,9;12,9;9,1;91,5;59;8,6;2,1;
2022-06-15;0;932,3;11,5;20,6;14,6;11,5;83,2;52;5,8;1,4;
2022-06-16;,2;930,1;11,4;25,5;16,6;11;77,7;27;3,7;1;
2022-06-17;,2;925,7;9,4;26,4;18,3;11,5;65,6;22;12,1;2,1;
2022-06-18;0;928,2;13,2;21,9;16,2;16;85,1;34;14,8;2,8;
2022-06-19;1,2;932,6;13;14,8;13;12,3;99,8;95;7;2,5;
2022-06-20;0;931,3;14,2;23;16,3;12,6;88,9;53;5,6;1,4;
2022-06-21;,2;930;14,4;26,5;18,5;13,2;80,5;44;8;1,3;
2022-06-22;0;928,6;12,4;27,1;20,5;14,8;63,5;32;7,3;1,5;
2022-06-23;0;929,9;10;28,6;20,7;14,8;55,3;22;7,2;1,3;
2022-06-24;0;930,8;12,4;26,7;18,9;13,4;70,5;27;5,1;1,1;
2022-06-25;0;932,2;14,5;20,2;15,8;12,8;92,4;64;7,9;1,8;
2022-06-26;1,6;932,9;14;17,1;14,5;13,6;97;80;7,7;2,7;
2022-06-27;0;932,3;12,9;16,6;14;12,9;93,4;73;7,1;2,2;
2022-06-28;,2;929,8;12,3;25;16,9;11,8;78,5;40;8;1,6;
2022-06-29;0;927,6;12,2;25,5;18,4;13,1;72,2;34;14,7;2,3;
2022-06-30;0;929,6;13,2;24;15,8;12,8;88,1;37;8,1;1,6;
2022-07-01;,2;930,5;13,1;19,5;14;10,7;94,9;71;7,6;1,4;
2022-07-02;,2;931;11,5;28;18,9;12,9;69,5;25;9,6;1,9;
2022-07-03;0;933,9;12;27,3;20,4;15,3;62,6;26;4,7;1,1;
2022-07-04;0;933;10,8;27,4;19,5;14;62;27;6,3;,9;
2022-07-05;0;931,3;9,6;26,3;18,4;12,2;63,2;26;10,6;1,7;
2022-07-06;0;930,6;9,9;25,6;17,8;12,2;64,2;27;8;1,4;
2022-07-07;0;930,6;9,8;27,1;18,8;13;62;23;12,1;1,9;
2022-07-08;0;933,9;11,9;25,3;18,4;14,6;69,8;25;6,5;1,3;
2022-07-09;0;934,4;13,1;23,6;16,9;13;83,4;31;7,9;1,9;
2022-07-10;0;931,6;12,1;25,8;18,2;13,7;74,1;31;9,3;1,5;
2022-07-11;0;927,5;10,2;25,3;19,2;13,7;60,5;33;11,1;2,1;
2022-07-12;0;927,1;9,2;26,7;20,7;18,1;50;30;17,2;4;
2022-07-13;,4;932,6;14,5;16,2;14,5;13,2;100;100;9,4;2,7;
2022-07-14;0;931,1;15,3;25;17,9;13,5;87;44;7,9;1,7;
2022-07-15;,2;927,9;11,5;27,5;19,7;13,6;66,2;28;10,8;2;
2022-07-16;0;926,4;10,8;28,2;21,5;16,1;53,7;28;14,8;2,4;
2022-07-17;0;930,1;11,7;27;20,4;20,1;61,2;32;9;2,7;
2022-07-18;,2;934,5;15,8;19,6;16,1;14,8;98,2;83;6,7;2,5;
2022-07-19;,2;934,2;15,8;27,1;18;14,7;89,5;39;7,8;1,9;
2022-07-20;0;933,5;15,7;19,6;16,3;14,9;96,4;81;7,6;2,2;
2022-07-21;0;931,1;13,9;25;18,1;14;81,8;30;7;1,4;
2022-07-22;,2;930,2;11,9;26,4;18,7;13,7;70,5;26;5,4;1;
2022-07-23;0;930,1;10,3;27,1;18,2;12,6;67,7;18;6,6;1,1;
2022-07-24;0;931,2;11,5;26,1;18;11,9;71;27;6,2;,9;
2022-07-25;,2;931,7;13,3;26,7;18,1;12,4;79;28;7,1;1,1;
2022-07-26;0;932,5;14,6;19,7;15,7;12,8;93,8;75;8,9;1,9;
2022-07-27;,2;931,4;14,7;23,2;17,1;13,5;87,5;50;6,9;1,7;
2022-07-28;0;926,4;11,4;27,1;19,5;14,1;68;27;12,6;2,1;
2022-07-29;0;924,8;11,2;21,6;16,5;16,1;73,8;41;9,5;2;
2022-07-30;6,4;929,2;9,8;16;12,1;9,4;87,6;56;7,4;1,8;
2022-07-31;0;930,8;9,9;19,9;13,7;11,1;79,3;46;7,7;2,1;
2022-08-01;0;929,5;12,3;27,3;16,3;10,9;82,8;24;7,8;1,3;
2022-08-02;,2;929,9;12,3;24,8;17,6;12,1;77;31;5,3;1,2;
2022-08-03;,2;930,1;13,9;21,5;15,8;12,3;90;54;7,6;2,1;
2022-08-04;,2;926,4;11,5;29,5;19,9;13,9;67,8;22;9,6;1,8;
2022-08-05;0;926,1;10,9;26;18,7;17,2;64,5;32;9;2,3;
2022-08-06;6,6;929,6;13,7;15,4;13,9;12,8;98,6;92;7,4;2,7;
2022-08-07;,2;928;15,7;19;16,1;13,8;97,7;83;7,8;1,6;
2022-08-08;13,8;928,8;16;21;17;15;94,2;74;8,3;1,8;
2022-08-09;,4;929,8;15,6;17,6;15,6;14,4;99,8;93;5,5;1,6;
2022-08-10;7;924,6;10,7;17,9;15,4;13,8;78,1;31;19,8;3,9;
2022-08-11;1,8;931,3;11,4;15,7;12,1;10,3;95,6;68;9,4;2,5;
2022-08-12;3,6;934,3;12,2;18;14,1;11,4;89,6;58;9,8;2,5;
2022-08-13;,2;933,6;11,7;24,6;15,7;11,6;81,4;30;7,7;1,8;
2022-08-14;,2;931,4;12,2;26,9;17,7;12,4;75;25;6;1,2;
2022-08-15;0;927,4;8,1;28,4;20,8;14,5;46,6;23;7,6;1,8;
2022-08-16;0;925,8;8,2;29,1;21,1;16,9;45,8;24;9,9;2,2;
2022-08-17;0;926,9;14,5;21,9;17,7;14,4;83;52;8,7;1,8;
2022-08-18;,4;924,3;11,3;27,7;21;16,9;56,6;27;11,1;2,4;
2022-08-19;4,2;935,9;9,2;20,3;10,6;8,8;91,2;58;12,3;3,6;
2022-08-20;1;938,7;8,8;13,5;10,6;8,2;89,1;71;10;3,8;
2022-08-21;,2;936,7;10,7;15,5;12,8;10,4;87,8;62;9,2;2,7;
2022-08-22;0;934,8;11,3;18,2;14,2;12,4;83,9;54;9,1;2,7;
2022-08-23;0;934,4;12,3;20,5;15,3;12,1;83,8;55;7,5;2,2;
2022-08-24;0;933,8;13,8;21,8;16,5;13,7;85,3;55;7,3;2;
2022-08-25;0;932,6;15,5;24,1;17,8;15,6;88;49;7,7;1,9;
2022-08-26;0;931,5;14,7;27,4;18,7;15,2;81,1;29;7,2;1,3;
2022-08-27;0;929,3;11,1;29,3;20,7;14,3;63,3;18;9,1;1,3;
2022-08-28;0;930,5;13,1;28,9;18,4;15,3;75,5;22;11,5;2,4;
2022-08-29;1,2;936,5;11,2;15,1;11,8;10,6;96,3;82;12,3;4,1;
2022-08-30;2,4;937;10,8;14,6;11,3;9,3;96,9;79;11,5;3,5;
2022-08-31;,4;934,7;10,1;18,6;13,2;9,6;83,3;48;9;2,6;
2022-09-01;,2;930,7;9,6;25,2;15,6;9,7;74,3;23;5,9;1,6;
2022-09-02;0;928,7;8,6;29,9;18,5;12;59,5;16;9,1;1,9;
2022-09-03;0;930,5;13,6;19,9;15,5;13,4;89,3;57;10,6;2,8;
2022-09-04;11,8;934,4;10,9;14;11,2;9,6;97,8;74;10,2;3,3;
2022-09-05;1,2;935,1;12,5;15,8;13,1;11;96,9;69;8,5;2,8;
2022-09-06;,4;935,2;14,1;20,3;14,8;13;96;64;8,8;2,7;
2022-09-07;7,8;931,4;14,8;17,7;15;13,7;98,8;84;7,9;1,2;
2022-09-08;8,4;927;12,1;29,6;20,3;13,6;64,7;28;8,6;1,7;
2022-09-09;0;927,2;10,8;33,8;24,8;18;47,7;15;9,8;1,7;
2022-09-10;0;928;13,9;26,5;19,6;18,3;72,6;31;9,3;2,2;
2022-09-11;2,8;931,2;12,2;14,4;12,2;11,3;99,9;97;10;3,4;
2022-09-12;,2;928,8;13,8;15,7;13,9;11,8;99,6;91;8,6;2,5;
2022-09-13;2,2;925,5;16,2;26,9;18,8;14,1;87;47;8,4;1,7;
2022-09-14;3,8;928,3;16,2;20,1;16,2;15,2;100;95;7,8;1,8;
2022-09-15;7,6;930,8;13,9;15,6;14;12,9;99,3;92;6,6;2,2;
2022-09-16;2;932,3;13;15,9;13,5;12,6;97,3;76;10,1;3;
2022-09-17;3;933,1;10,7;17,2;13,2;11,3;86;56;10;3,5;
2022-09-18;,2;930,8;10,3;18,7;13,8;9,1;81,9;42;9,8;3;
2022-09-19;0;927,5;12,2;23,4;15,7;11,4;82;48;8,5;2,3;
2022-09-20;9,6;924,6;15,6;27,9;18,4;13,1;86,6;48;9,5;2,2;
2022-09-21;,2;925,1;14,8;19,6;15,6;14,5;95,4;77;7,8;2,2;
2022-09-22;3,2;922,6;16,6;24,9;18,9;14,2;87,5;67;9,7;2,1;
2022-09-23;0;925,9;10,8;24,1;16,6;14,5;74;15;10,9;2,6;
2022-09-24;0;930,8;8,7;17,1;12,5;8,8;78,8;54;8,9;2,4;
2022-09-25;0;930,3;12,5;18,8;14;12,4;90,9;67;8,4;2,7;
2022-09-26;7,2;929,9;15,3;17,3;15,3;13,8;100;100;7,5;1,5;
2022-09-27;15,4;928,6;15,9;24,9;17,4;14,6;92,5;55;8,9;1,6;
